,carat,cut,color,clarity,depth,table,x,z,price
32870,0.31,2,6,7,60.3,60.0,4.4,2.67,476.0
32871,0.83,2,0,4,62.3,56.4,5.97,3.73,4592.0
32872,1.0,0,4,4,56.0,60.0,6.53,3.65,3924.0
32873,0.51,4,4,4,62.5,58.0,5.09,3.19,1343.0
32874,1.2,4,1,2,61.0,58.0,6.84,4.18,6809.0
32875,1.01,3,3,1,61.3,58.0,6.48,3.95,7352.0
32876,0.7,4,0,7,62.3,56.0,5.66,3.54,3622.0
32877,2.19,1,5,3,63.7,61.0,8.23,5.23,11756.0
32878,0.54,3,2,3,60.2,60.0,5.25,3.14,1698.0
32879,1.2,1,3,5,63.3,58.0,6.74,4.24,7741.0
32880,0.4,3,0,3,59.9,60.0,4.78,2.85,855.0
32881,0.31,2,3,7,62.4,56.0,4.36,2.69,907.0
32882,0.32,3,0,2,63.0,58.0,4.36,2.76,589.0
32883,0.5,4,1,4,62.5,58.0,5.04,3.18,1665.0
32884,1.03,0,5,3,65.3,55.0,6.32,4.06,3802.0
32885,0.42,2,2,2,61.6,56.0,4.81,2.97,863.0
32886,0.9,4,1,7,62.2,60.0,6.04,3.78,6289.0
32887,0.42,2,4,3,61.4,56.0,4.81,2.96,625.0
32888,0.31,3,1,3,59.3,59.0,4.48,2.64,698.0
32889,0.4,1,3,3,63.4,59.0,4.64,2.95,596.0
32890,0.57,2,0,4,61.4,57.0,5.37,3.23,2068.0
32891,0.96,4,2,2,59.7,62.0,6.35,3.8,4173.0
32892,0.78,4,4,5,62.2,58.0,5.86,3.66,3429.0
32893,0.24,4,4,4,61.2,56.0,4.0,2.46,391.0
32894,0.3,4,1,7,61.1,62.0,4.28,2.63,622.0
32895,1.51,4,5,3,60.4,59.0,7.27,4.4,7723.0
32896,1.01,4,3,1,63.0,60.0,6.31,3.99,7974.0
32897,0.32,2,3,7,61.4,56.0,4.42,2.72,748.0
32898,0.9,3,4,5,61.6,59.0,6.24,3.81,4082.0
32899,1.0,0,2,2,56.5,62.0,6.62,3.75,4679.0
32900,1.2,3,5,2,61.4,57.0,6.87,4.2,5098.0
32901,1.53,2,5,2,60.2,59.0,7.58,4.49,10063.0
32902,2.21,2,4,3,61.9,56.0,8.4,5.19,13615.0
32903,0.84,3,4,3,61.3,58.0,6.1,3.72,2628.0
32904,0.7,2,6,4,62.2,56.0,5.67,3.54,1782.0
32905,0.51,3,3,6,61.7,58.0,5.09,3.19,1108.0
32906,0.3,2,3,7,62.7,57.0,4.26,2.68,684.0
32907,0.23,4,0,7,62.6,58.0,3.88,2.45,530.0
32908,0.9,1,6,5,59.8,62.0,6.24,3.72,2863.0
32909,0.82,3,2,4,62.1,56.0,6.02,3.72,3513.0
32910,0.59,4,2,1,62.8,56.0,5.31,3.35,2679.0
32911,1.02,4,3,5,63.4,59.0,6.33,4.0,6169.0
32912,0.9,4,1,5,63.4,59.0,6.19,3.9,3894.0
32913,1.09,3,4,2,61.8,58.0,6.63,4.08,4871.0
32914,0.58,3,1,2,62.2,55.0,5.33,3.33,1634.0
32915,2.18,3,4,3,62.3,59.0,8.37,5.18,11579.0
32916,0.91,1,6,4,64.0,56.0,5.98,3.8,1964.0
32917,1.24,3,4,3,59.9,60.0,7.02,4.2,5694.0
32918,0.32,2,1,2,61.6,56.0,4.42,2.73,516.0
32919,1.5,2,1,2,62.0,57.0,7.4,4.56,11489.0
32920,0.3,2,0,5,62.9,56.0,4.28,2.67,911.0
32921,1.7,2,3,5,62.7,57.0,7.6,4.78,15797.0
32922,1.51,2,3,4,60.8,54.0,7.4,4.52,14733.0
32923,0.55,2,5,5,58.5,62.0,5.4,3.16,1327.0
32924,0.7,2,2,6,62.7,54.0,5.66,3.57,4021.0
32925,1.01,3,3,4,60.7,58.0,6.55,3.95,6932.0
32926,1.52,4,2,5,62.3,56.0,7.29,4.56,14412.0
32927,1.5,4,0,2,63.4,58.0,7.16,4.58,11352.0
32928,0.37,2,1,2,62.7,54.0,4.6,2.87,833.0
32929,0.36,3,4,2,61.3,57.0,4.65,2.84,665.0
32930,1.03,4,4,4,59.5,56.0,6.62,3.96,4556.0
32931,0.5,2,0,3,61.6,57.0,5.1,3.15,1239.0
32932,0.31,2,0,2,61.3,56.0,4.36,2.69,565.0
32933,0.7,0,0,2,66.2,57.0,5.56,3.63,2550.0
32934,1.5,3,6,5,62.6,58.0,7.25,4.55,7492.0
32935,1.03,2,3,5,61.6,55.0,6.49,4.01,7064.0
32936,2.31,4,5,2,62.5,55.0,8.39,5.26,17715.0
32937,1.04,2,4,5,61.0,57.0,6.56,4.03,5311.0
32938,0.38,2,6,7,61.4,57.0,4.63,2.85,833.0
32939,0.3,3,3,7,61.1,57.0,4.34,2.64,574.0
32940,0.94,4,1,3,62.0,60.0,6.19,3.88,3963.0
32941,0.9,4,2,6,63.3,58.0,6.05,3.86,4697.0
32942,2.2,1,3,3,59.9,57.0,8.54,5.1,14691.0
32943,0.54,3,1,2,61.0,61.0,5.24,3.23,1375.0
32944,0.31,2,0,1,61.9,56.0,4.34,2.71,982.0
32945,0.71,4,1,2,62.0,59.0,5.69,3.55,2573.0
32946,2.14,3,3,3,60.1,58.0,8.4,5.03,12792.0
32947,1.06,4,2,3,60.0,59.0,6.6,3.97,4224.0
32948,0.52,4,3,5,61.9,59.0,5.12,3.18,1597.0
32949,1.26,2,5,2,62.2,57.0,6.97,4.32,6597.0
32950,1.73,1,1,0,63.6,59.0,7.56,4.82,8220.0
32951,0.71,1,5,5,64.3,56.0,5.63,3.6,2214.0
32952,0.31,3,4,1,60.5,59.0,4.36,2.66,739.0
32953,0.32,4,3,6,60.6,57.0,4.44,2.71,685.0
32954,2.03,3,5,5,60.5,62.0,8.22,4.96,16309.0
32955,1.13,3,1,3,60.4,59.0,6.75,4.06,4798.0
32956,0.45,3,2,2,61.4,61.0,4.93,3.02,945.0
32957,0.3,2,0,6,61.6,56.0,4.37,2.68,912.0
32958,0.52,3,1,5,61.6,59.0,5.16,3.17,1694.0
32959,0.43,2,0,2,61.6,56.0,4.86,2.98,810.0
32960,0.56,2,3,1,60.8,55.0,5.29,3.28,2298.0
32961,0.71,4,2,6,63.3,59.0,5.67,3.58,3104.0
32962,0.71,1,0,2,64.0,56.0,5.59,3.59,2641.0
32963,1.0,2,3,2,61.0,57.0,6.47,3.94,5622.0
32964,0.55,2,2,3,61.2,56.0,5.23,3.22,1175.0
32965,0.56,2,3,6,62.3,55.0,5.31,3.29,1728.0
32966,0.96,4,5,3,62.6,60.0,6.26,3.94,4186.0
32967,0.84,0,3,2,55.1,67.0,6.39,3.47,2782.0
32968,1.09,2,0,2,61.3,55.9,6.61,4.06,6532.0
32969,0.31,3,3,3,58.9,59.0,4.4,2.63,523.0
32970,0.31,1,1,7,63.1,55.0,4.34,2.74,544.0
32971,0.33,3,0,7,60.4,59.0,4.51,2.71,1052.0
32972,0.35,2,5,4,60.9,57.0,4.54,2.78,552.0
32973,0.54,2,0,5,61.2,56.0,5.29,3.22,1753.0
32974,0.93,3,4,3,61.8,59.0,6.23,3.86,3816.0
32975,0.9,1,4,5,61.9,58.0,6.14,3.86,3989.0
32976,0.45,2,3,1,62.8,53.0,4.92,3.02,1377.0
32977,0.38,2,4,4,60.6,57.0,4.7,2.85,871.0
32978,0.38,2,0,4,62.2,57.0,4.63,2.89,1067.0
32979,0.52,2,1,4,61.8,55.0,5.17,3.21,1844.0
32980,0.51,3,3,5,61.2,60.0,5.21,3.15,1546.0
32981,0.5,2,2,6,61.0,57.0,5.13,3.14,2165.0
32982,0.76,2,1,5,61.5,56.0,5.92,3.63,3192.0
32983,0.31,2,3,2,62.2,55.0,4.36,2.72,462.0
32984,0.5,4,3,7,62.8,57.0,4.99,3.15,1838.0
32985,0.9,3,2,5,63.0,60.0,6.13,3.85,4158.0
32986,0.9,1,4,2,66.1,57.0,5.94,3.94,3282.0
32987,1.03,2,6,2,62.3,56.0,6.47,4.04,4253.0
32988,1.01,4,2,2,63.5,60.0,6.29,3.98,4632.0
32989,1.29,2,0,0,61.3,56.0,7.01,4.3,5158.0
32990,1.7,3,5,4,58.0,60.0,7.88,4.65,12030.0
32991,1.01,2,1,3,61.8,56.0,6.39,3.98,4355.0
32992,1.01,3,2,3,62.2,59.0,6.45,4.0,4497.0
32993,1.01,3,2,2,59.1,59.0,6.54,3.86,4989.0
32994,0.7,4,3,5,63.1,58.0,5.65,3.55,1910.0
32995,1.11,2,4,5,64.0,57.0,6.52,4.16,5632.0
32996,0.72,0,3,1,65.1,57.0,5.65,3.65,2577.0
32997,1.1,4,3,7,60.5,56.0,6.67,4.07,9215.0
32998,0.4,3,3,7,61.3,59.0,4.74,2.92,917.0
32999,1.05,2,4,3,62.0,57.0,6.54,4.04,3528.0
33000,1.06,3,5,3,61.5,58.0,6.59,3.91,3847.0
33001,1.22,2,4,3,60.8,57.0,6.93,4.2,5602.0
33002,0.7,0,3,4,65.8,61.0,5.61,3.64,2384.0
33003,0.51,2,0,4,62.6,57.0,5.09,3.2,1438.0
33004,0.3,3,3,4,62.2,59.0,4.28,2.67,710.0
33005,1.34,4,4,5,61.4,58.0,7.13,4.36,7965.0
33006,0.54,2,2,5,61.3,57.0,5.28,3.23,1572.0
33007,0.8,4,5,4,63.4,59.0,5.9,3.73,2321.0
33008,0.73,2,3,7,61.9,56.0,5.74,3.57,3183.0
33009,0.34,2,2,4,62.1,56.0,4.49,2.8,745.0
33010,0.36,3,3,4,59.7,56.0,4.67,2.78,932.0
33011,0.34,4,4,6,63.2,61.0,4.45,2.8,995.0
33012,2.01,3,3,2,61.8,59.0,8.15,5.02,15105.0
33013,0.59,4,6,5,61.9,58.0,5.35,3.32,1287.0
33014,1.16,4,5,4,60.4,59.0,6.89,4.14,5457.0
33015,1.52,1,2,5,63.4,54.0,7.33,4.63,10664.0
33016,1.51,1,4,3,63.7,57.0,7.17,4.6,7695.0
33017,1.01,2,3,4,61.8,57.0,6.45,3.97,6533.0
33018,1.52,1,1,0,57.3,58.0,7.53,4.28,3105.0
33019,0.38,4,4,2,63.3,57.0,4.62,2.91,812.0
33020,0.71,1,5,1,64.0,59.0,5.62,3.62,2161.0
33021,1.0,4,0,3,60.8,63.0,6.41,3.89,3965.0
33022,1.34,3,0,3,61.5,58.0,7.07,4.34,7438.0
33023,0.3,2,3,1,61.2,56.0,4.36,2.67,764.0
33024,1.2,3,4,7,60.0,60.0,6.86,4.09,5174.0
33025,0.3,4,5,2,63.3,59.0,4.25,2.68,605.0
33026,1.0,4,2,5,63.0,55.0,6.34,4.0,6382.0
33027,1.01,4,3,2,63.5,60.0,6.33,4.01,4672.0
33028,0.75,2,2,6,60.6,57.0,5.88,3.59,5288.0
33029,0.33,2,0,2,60.9,56.0,4.46,2.73,736.0
33030,1.04,4,3,5,61.8,56.0,6.39,4.02,6177.0
33031,1.3,2,3,7,62.1,54.0,6.96,4.35,12629.0
33032,0.41,2,1,2,61.4,57.0,4.78,2.94,705.0
33033,0.55,4,0,3,59.7,64.0,5.26,3.16,1401.0
33034,0.4,2,1,4,62.2,55.0,4.72,2.95,1053.0
33035,1.0,4,5,3,58.5,61.0,6.51,3.82,4649.0
33036,0.34,2,4,1,61.8,54.0,4.51,2.8,863.0
33037,2.64,2,4,3,62.3,55.0,8.88,5.52,17407.0
33038,0.52,3,2,3,61.7,58.0,5.12,3.17,1111.0
33039,0.94,4,3,6,63.3,57.0,6.21,3.91,6088.0
33040,2.0,4,3,2,63.0,55.0,7.96,5.06,17724.0
33041,0.33,2,1,7,61.0,54.0,4.52,2.75,950.0
33042,1.14,3,4,4,61.4,61.0,6.71,4.11,5650.0
33043,0.41,2,1,6,61.2,57.0,4.77,2.93,1367.0
33044,0.57,4,0,5,61.0,57.0,5.35,3.24,1869.0
33045,1.03,3,0,7,61.7,59.0,6.48,3.98,8623.0
33046,1.56,2,2,3,61.6,56.0,7.45,4.58,10396.0
33047,1.09,2,4,2,61.4,56.0,6.61,4.07,6970.0
33048,1.08,3,6,2,61.0,60.0,6.57,4.02,4098.0
33049,1.52,2,5,5,62.4,57.0,7.35,4.6,9352.0
33050,0.57,2,2,7,62.3,54.0,5.29,3.31,2281.0
33051,1.06,2,3,5,61.9,54.0,6.54,4.06,6890.0
33052,0.34,3,5,7,59.5,59.0,4.6,2.72,537.0
33053,0.53,4,2,2,62.5,57.0,5.19,3.24,1322.0
33054,0.41,2,2,6,62.0,55.0,4.74,2.95,1295.0
33055,0.56,2,2,5,62.2,55.0,5.25,3.28,1739.0
33056,1.61,3,6,2,61.7,60.0,7.45,4.61,7695.0
33057,0.32,3,6,4,60.6,59.0,4.46,2.69,540.0
33058,1.63,4,3,4,62.5,59.1,7.54,4.67,13253.0
33059,0.4,2,1,7,62.4,57.0,4.7,2.94,917.0
33060,0.7,3,1,4,61.8,58.0,5.71,3.54,3016.0
33061,0.31,2,3,5,62.3,56.0,4.29,2.69,544.0
33062,0.31,2,0,2,61.2,57.0,4.34,2.67,533.0
33063,0.31,2,0,6,62.2,57.0,4.34,2.69,842.0
33064,0.37,2,4,2,60.9,57.0,4.63,2.83,552.0
33065,0.35,3,6,4,62.2,58.0,4.54,2.81,591.0
33066,1.22,4,6,3,60.5,58.5,6.84,4.17,4861.0
33067,0.3,1,1,2,63.7,58.0,4.24,2.71,605.0
33068,0.34,2,1,2,62.2,55.0,4.43,2.78,765.0
33069,0.6,2,1,7,60.9,57.0,5.45,3.33,2698.0
33070,0.34,3,3,2,59.7,59.0,4.5,2.7,507.0
33071,2.01,3,4,3,60.8,59.0,8.02,4.89,12423.0
33072,0.72,4,4,3,63.5,58.0,5.65,3.6,2394.0
33073,1.5,1,6,3,62.4,55.0,7.27,4.56,7738.0
33074,0.51,2,4,5,61.7,56.0,5.13,3.18,1563.0
33075,0.4,2,3,3,62.4,56.0,4.71,2.95,573.0
33076,0.7,2,1,2,60.6,57.0,5.71,3.48,2537.0
33077,1.01,4,0,3,58.2,63.0,6.54,3.88,3605.0
33078,1.01,4,1,2,63.4,60.0,6.34,4.01,5226.0
33079,0.3,3,5,4,60.8,59.0,4.32,2.62,665.0
33080,0.53,2,1,3,60.9,56.0,5.23,3.18,1315.0
33081,0.31,1,4,7,63.7,55.0,4.32,2.73,842.0
33082,1.16,2,3,1,62.0,57.0,6.7,4.16,9901.0
33083,1.08,2,3,5,62.3,54.0,6.59,4.11,7187.0
33084,0.53,1,1,5,64.0,55.0,5.11,3.28,1607.0
33085,1.02,2,3,7,61.6,56.0,6.47,3.98,9286.0
33086,1.14,3,3,5,61.4,66.0,6.71,4.11,7079.0
33087,1.11,3,4,3,61.5,59.0,6.61,4.05,4212.0
33088,0.51,4,5,2,62.8,56.0,5.07,3.2,1068.0
33089,0.3,2,0,5,62.3,56.0,4.29,2.68,710.0
33090,1.0,4,2,3,61.3,61.0,6.47,3.91,4372.0
33091,0.54,2,3,7,61.8,55.0,5.22,3.24,1829.0
33092,0.31,1,2,5,63.5,55.0,4.31,2.74,422.0
33093,1.05,2,3,4,61.6,56.0,6.48,4.07,7037.0
33094,1.34,4,3,3,63.2,55.0,6.98,4.4,5245.0
33095,0.32,1,0,2,64.1,55.0,4.35,2.79,706.0
33096,0.79,2,3,2,62.3,57.0,5.9,3.66,2898.0
33097,1.02,3,0,2,60.6,59.0,6.53,3.94,5918.0
33098,0.41,3,4,4,58.2,59.0,4.75,2.85,863.0
33099,0.41,3,1,2,60.2,60.0,4.82,2.89,969.0
33100,0.39,4,1,7,60.0,58.0,4.74,2.83,1054.0
33101,1.22,3,4,2,62.3,57.0,6.86,4.23,6776.0
33102,1.5,3,1,5,61.9,57.0,7.38,4.55,14745.0
33103,0.8,2,6,2,62.6,56.1,5.87,3.7,2677.0
33104,0.35,2,3,4,62.5,55.0,4.55,2.83,1033.0
33105,0.3,4,0,4,62.1,58.0,4.25,2.65,742.0
33106,1.35,2,4,6,61.9,57.0,7.06,4.38,10639.0
33107,0.34,2,1,2,62.3,57.0,4.48,2.8,596.0
33108,0.8,2,1,3,62.4,55.0,5.88,3.68,2623.0
33109,0.5,3,4,2,60.6,61.0,5.16,3.1,1141.0
33110,0.75,2,2,2,61.2,55.0,5.87,3.61,2966.0
33111,0.7,2,3,3,61.6,57.0,5.68,3.49,1814.0
33112,0.34,2,2,5,62.1,55.0,4.46,2.78,596.0
33113,1.0,3,4,2,62.7,60.0,6.3,3.93,4469.0
33114,0.71,4,0,2,63.2,56.0,5.69,3.61,2652.0
33115,0.9,2,3,6,62.8,56.0,6.12,3.84,5978.0
33116,0.4,4,0,4,63.8,57.0,4.66,2.97,967.0
33117,1.06,2,0,4,61.2,55.0,6.53,4.04,8893.0
33118,0.5,4,1,3,60.6,54.0,5.07,3.09,1104.0
33119,1.0,1,2,5,64.4,56.0,6.23,4.04,5407.0
33120,0.63,0,1,2,64.6,57.7,5.36,3.47,1952.0
33121,0.9,0,0,3,66.4,59.0,6.0,3.94,3205.0
33122,0.71,3,0,6,58.8,58.0,5.89,3.44,3952.0
33123,0.23,2,1,5,60.2,57.0,3.99,2.42,465.0
33124,0.26,2,4,4,61.8,56.0,4.12,2.55,336.0
33125,0.51,2,1,4,60.9,55.0,5.16,3.12,1759.0
33126,1.0,3,2,5,62.7,60.0,6.44,3.96,6352.0
33127,0.35,4,3,1,62.6,59.0,4.43,2.79,898.0
33128,0.41,4,3,4,61.6,59.0,4.74,2.94,725.0
33129,0.25,4,2,7,62.0,59.0,4.01,2.49,576.0
33130,2.02,4,4,3,62.7,59.0,8.04,5.02,15666.0
33131,0.5,0,2,0,68.3,58.0,4.91,3.32,627.0
33132,0.79,3,4,5,62.6,61.0,5.9,3.68,2726.0
33133,0.7,1,0,2,58.0,62.0,5.79,3.39,2525.0
33134,0.32,1,0,5,63.6,55.0,4.35,2.74,657.0
33135,0.54,2,3,2,61.9,55.0,5.24,3.24,1736.0
33136,0.6,2,3,7,62.0,57.0,5.41,3.37,2347.0
33137,0.81,3,2,2,63.0,56.0,6.03,3.68,2926.0
33138,0.38,3,0,2,60.7,60.0,4.69,2.83,941.0
33139,0.46,0,3,5,65.3,56.0,4.83,3.13,1002.0
33140,2.54,4,4,3,63.5,56.0,8.68,5.5,16353.0
33141,0.53,3,3,4,62.0,59.0,5.21,3.22,1607.0
33142,0.3,3,0,2,63.0,58.0,4.27,2.68,709.0
33143,2.04,4,6,4,62.6,58.0,8.06,5.06,14527.0
33144,1.06,4,3,3,61.0,57.0,6.58,4.02,4769.0
33145,0.64,2,1,2,62.0,56.0,5.57,3.44,2089.0
33146,0.36,3,3,4,62.2,60.0,4.57,2.83,932.0
33147,1.09,4,2,5,61.4,54.0,6.66,4.1,7227.0
33148,0.77,4,6,2,61.5,58.0,5.84,3.6,2001.0
33149,2.11,3,6,3,60.7,60.0,8.27,5.0,12554.0
33150,0.3,4,3,7,59.7,63.0,4.37,2.6,819.0
33151,0.47,1,1,5,58.4,60.3,5.08,3.01,1294.0
33152,0.33,2,3,6,61.6,55.0,4.46,2.75,838.0
33153,1.01,3,5,3,62.5,59.0,6.39,3.98,3899.0
33154,0.81,2,1,2,61.9,54.2,5.98,3.71,3913.0
33155,0.53,3,3,4,60.0,61.0,5.3,3.17,2147.0
33156,1.31,1,5,4,64.3,58.7,6.84,4.41,6455.0
33157,0.3,2,0,5,60.8,57.0,4.32,2.65,863.0
33158,0.54,4,1,5,63.1,58.0,5.21,3.26,1760.0
33159,1.0,3,3,5,62.0,61.0,6.43,3.97,6048.0
33160,0.4,4,4,2,63.4,58.0,4.64,2.95,667.0
33161,0.54,2,0,2,61.9,54.0,5.26,3.26,1368.0
33162,0.7,2,1,5,62.6,55.0,5.63,3.53,3268.0
33163,2.01,3,4,3,63.0,59.0,7.93,4.99,14502.0
33164,1.52,3,3,4,61.5,58.0,7.39,4.52,13207.0
33165,0.86,3,4,5,61.3,59.0,6.17,3.76,3082.0
33166,0.3,1,1,3,63.5,58.0,4.27,2.72,421.0
33167,1.55,3,6,7,60.7,59.0,7.47,4.54,7911.0
33168,1.13,4,3,4,60.7,57.0,6.79,4.07,12798.0
33169,0.3,2,1,5,61.8,55.0,4.32,2.68,673.0
33170,0.75,2,1,4,62.0,55.0,5.83,3.66,3462.0
33171,0.32,2,0,5,61.4,57.0,4.46,2.72,780.0
33172,1.05,4,5,2,63.2,59.0,6.38,4.08,4986.0
33173,1.23,2,4,0,61.9,61.0,6.85,4.22,3905.0
33174,0.6,2,2,7,61.8,57.0,5.42,3.33,1866.0
33175,1.02,2,5,3,60.7,57.0,6.54,3.96,3786.0
33176,0.71,4,2,2,60.7,57.0,5.78,3.52,2088.0
33177,0.3,2,6,5,61.8,56.0,4.3,2.67,491.0
33178,0.39,2,2,5,62.3,55.0,4.69,2.93,971.0
33179,0.6,4,1,3,62.8,56.0,5.41,3.41,1385.0
33180,1.02,3,0,2,62.3,59.0,6.42,3.99,5998.0
33181,0.4,4,2,2,62.2,57.0,4.72,2.92,737.0
33182,1.01,0,4,5,65.2,52.0,6.31,4.11,5090.0
33183,0.96,4,0,5,58.7,58.0,6.47,3.81,5997.0
33184,0.34,2,0,6,61.7,57.0,4.52,2.78,1211.0
33185,0.43,1,4,6,60.0,61.0,4.88,2.95,1000.0
33186,1.05,4,1,2,62.2,59.0,6.49,4.06,5494.0
33187,1.06,2,2,2,61.7,55.0,6.58,4.06,6363.0
33188,1.02,1,0,3,57.7,64.0,6.7,3.84,4246.0
33189,0.3,2,3,4,60.6,57.0,4.38,2.66,624.0
33190,1.51,0,6,2,63.4,53.0,7.31,4.59,6976.0
33191,0.3,3,3,6,61.3,58.0,4.29,2.64,737.0
33192,0.56,4,4,2,61.2,57.0,5.28,3.24,1179.0
33193,0.71,3,0,3,61.7,59.0,5.67,3.51,2743.0
33194,0.32,3,3,3,61.0,59.0,4.42,2.68,540.0
33195,0.43,2,6,4,62.1,55.0,4.84,3.01,1235.0
33196,0.38,2,4,1,58.9,58.0,4.69,2.79,737.0
33197,0.51,2,6,3,60.8,56.0,5.14,3.11,1051.0
33198,0.43,3,2,3,60.5,59.0,4.91,2.94,871.0
33199,0.4,4,1,7,62.3,57.0,4.68,2.93,1043.0
33200,0.3,3,5,1,59.9,59.0,4.32,2.62,489.0
33201,0.4,3,0,5,60.8,59.0,4.74,2.89,954.0
33202,0.52,2,0,5,60.3,56.0,5.24,3.17,1677.0
33203,0.3,3,3,6,60.6,61.0,4.35,2.63,1013.0
33204,1.51,3,4,4,61.8,59.0,7.32,4.51,11263.0
33205,0.7,1,4,2,60.2,64.0,5.72,3.47,2176.0
33206,1.5,3,3,0,60.4,55.0,7.41,4.45,4140.0
33207,0.41,2,2,3,62.4,56.0,4.78,2.97,876.0
33208,0.3,2,1,5,62.2,56.0,4.34,2.7,844.0
33209,0.72,1,1,7,61.3,65.0,5.76,3.52,3145.0
33210,1.01,3,5,3,59.6,62.0,6.56,3.89,3665.0
33211,0.31,2,1,6,61.7,56.0,4.36,2.68,988.0
33212,1.0,4,3,5,63.3,58.0,6.39,4.01,6048.0
33213,0.31,2,1,2,62.4,57.0,4.34,2.7,698.0
33214,1.01,1,1,5,58.9,62.0,6.73,3.98,6517.0
33215,0.25,2,2,5,62.8,57.0,3.98,2.51,436.0
33216,1.07,2,3,2,62.2,56.0,6.52,4.07,5551.0
33217,1.06,2,2,2,61.2,55.0,6.62,4.03,4862.0
33218,0.74,2,1,5,60.5,59.0,5.81,3.53,2936.0
33219,1.23,2,6,2,61.3,54.0,6.92,4.24,5181.0
33220,1.25,3,4,5,60.4,55.0,6.92,4.19,7246.0
33221,0.92,3,2,2,62.2,59.0,6.21,3.84,4194.0
33222,1.01,3,3,4,59.3,59.0,6.49,3.86,5632.0
33223,1.37,2,6,2,62.1,55.0,7.13,4.44,6339.0
33224,1.27,1,6,4,63.4,60.0,6.8,4.33,5588.0
33225,0.4,4,2,6,62.8,57.0,4.71,2.97,1111.0
33226,1.01,1,2,3,63.7,59.0,6.38,4.03,4242.0
33227,0.71,4,6,5,62.8,61.0,5.63,3.72,1821.0
33228,0.31,4,3,6,62.5,56.0,4.3,2.72,816.0
33229,0.33,2,3,6,62.4,56.0,4.41,2.76,820.0
33230,1.03,2,0,2,62.4,55.0,6.44,4.03,5551.0
33231,0.44,3,3,2,60.1,60.0,4.86,2.95,772.0
33232,0.42,4,1,3,62.9,56.0,4.77,3.01,700.0
33233,1.07,2,3,5,61.4,57.0,6.56,4.05,7275.0
33234,0.31,1,2,2,63.2,56.0,4.34,2.71,512.0
33235,0.43,2,3,2,61.9,55.0,4.84,3.01,783.0
33236,0.31,4,4,2,62.9,56.0,4.27,2.7,435.0
33237,0.31,3,3,5,62.6,58.0,4.32,2.7,698.0
33238,1.0,4,1,1,63.1,58.0,6.32,4.01,10954.0
33239,0.38,2,1,4,62.1,57.0,4.65,2.88,1097.0
33240,0.41,2,4,7,62.5,56.0,4.73,2.97,899.0
33241,0.31,4,4,2,63.5,57.0,4.3,2.71,625.0
33242,0.91,2,2,3,61.1,55.0,6.24,3.8,3246.0
33243,0.41,4,4,2,62.6,59.0,4.72,2.96,683.0
33244,0.3,4,1,2,63.4,56.0,4.25,2.69,675.0
33245,0.5,4,2,5,60.8,61.0,5.04,3.08,1357.0
33246,0.31,4,4,2,62.3,55.0,4.34,2.71,446.0
33247,0.9,4,2,5,63.2,57.0,6.12,3.85,4715.0
33248,1.51,3,4,2,62.0,58.0,7.38,4.56,9511.0
33249,1.74,3,2,0,59.9,58.0,7.88,4.7,6821.0
33250,0.28,4,1,7,62.0,56.0,4.22,2.63,471.0
33251,0.32,2,6,6,61.0,56.0,4.42,2.7,912.0
33252,0.63,3,1,3,58.9,59.0,5.64,3.31,1169.0
33253,0.71,3,2,6,58.1,58.0,5.92,3.43,3347.0
33254,0.8,3,4,6,62.9,58.0,5.82,3.68,4468.0
33255,0.55,4,3,4,61.8,57.0,5.25,3.27,1786.0
33256,1.03,2,2,3,62.3,56.0,6.51,4.03,4268.0
33257,0.41,3,1,6,62.9,59.0,4.76,2.98,1431.0
33258,0.5,4,1,5,61.4,57.0,5.03,3.13,1746.0
33259,0.31,3,3,6,62.2,59.0,4.32,2.68,1046.0
33260,2.31,0,6,0,67.4,56.0,8.05,5.41,7257.0
33261,0.71,1,3,3,58.2,64.0,5.82,3.37,2177.0
33262,0.7,4,2,4,64.5,58.0,5.62,3.59,2925.0
33263,0.53,3,3,4,59.2,60.0,5.37,3.16,2147.0
33264,0.41,2,1,5,62.1,56.0,4.74,2.95,935.0
33265,1.07,3,4,2,62.9,61.0,6.47,4.05,4440.0
33266,0.39,3,4,6,61.5,56.0,4.73,2.9,990.0
33267,2.06,4,2,0,58.7,61.0,8.31,4.88,9789.0
33268,0.71,2,1,5,62.3,56.0,5.7,3.56,3026.0
33269,0.59,2,0,2,62.1,56.0,5.36,3.34,1684.0
33270,0.8,4,5,5,63.3,55.0,5.88,3.74,2414.0
33271,0.52,2,3,7,61.2,56.0,5.16,3.17,1829.0
33272,0.34,2,4,7,62.2,56.0,4.49,2.79,880.0
33273,0.3,1,3,7,63.8,56.0,4.27,2.73,684.0
33274,2.0,0,5,3,69.1,56.0,7.84,5.37,8736.0
33275,0.54,3,0,4,62.1,59.0,5.18,3.22,2004.0
33276,0.31,1,1,6,62.3,59.0,4.32,2.7,878.0
33277,0.51,2,1,5,61.8,56.0,5.14,3.17,1781.0
33278,0.34,3,0,2,62.0,58.0,4.47,2.76,750.0
33279,0.72,3,4,2,59.9,58.0,5.85,3.49,2334.0
33280,0.5,2,2,2,60.1,56.0,5.19,3.12,1232.0
33281,0.6,2,2,5,58.6,58.0,5.54,3.27,1923.0
33282,0.7,4,1,2,63.2,57.0,5.6,3.56,2617.0
33283,2.09,3,4,3,62.1,58.0,8.26,5.09,17156.0
